Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_659.jpg;-1.485908;0;0;2.125051;107.3487;97.43231;359.6304;73.11316;0.01204818
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_721.jpg;-4.457578;0;0;2.114879;107.3877;97.55297;359.6253;72.78312;359.9565
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_789.jpg;-7.4498;0;0;2.105622;107.4435;97.71206;359.6414;71.8306;359.8232
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_855.jpg;-10.44372;0;0;2.095394;107.4892;97.82935;359.6631;70.72946;359.6588
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_923.jpg;-13.55712;0;0;2.079525;107.5559;97.98246;359.7167;68.79154;359.364
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_18_989.jpg;-10.62267;0;0;2.067679;107.6087;98.09554;359.7765;67.36269;359.138
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_057.jpg;-7.627829;0;0;2.06063;107.662;98.20857;359.8751;66.26258;358.9812
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_123.jpg;-4.609889;0;0;2.050664;107.7157;98.3216;0.007405179;65.46516;358.9032
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_190.jpg;-1.61796;0;0;2.044801;107.7849;98.47;0.0323574;64.92842;358.9683
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_257.jpg;-4.650512;0;0;2.036731;107.8383;98.57915;-0.0007242669;64.54735;359.0155
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_325.jpg;-7.680839;0;0;2.028654;107.9132;98.72182;359.9583;63.57105;359.0168
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_389.jpg;-10.70103;0;0;2.019666;107.9727;98.82645;359.9402;62.47546;358.9746
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_456.jpg;-7.788329;0;0;2.010525;108.0334;98.93015;359.9377;61.42286;358.9462
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_522.jpg;-4.766777;0;0;2.00174;108.0943;99.03389;359.9665;60.64674;358.976
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_591.jpg;-1.712056;0;0;1.995488;108.1751;99.17156;359.9813;60.10452;359.0538
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_657.jpg;-4.714397;0;0;1.986644;108.2365;99.27356;359.978;59.71919;359.1046
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_724.jpg;-7.714745;0;0;1.978753;108.3215;99.40639;359.9676;58.74185;359.1091
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_792.jpg;-10.7119;0;0;1.970057;108.3882;99.50326;359.9614;57.64793;359.0616
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_857.jpg;-13.72421;0;0;1.956488;108.4579;99.59718;359.9546;56.26209;358.9615
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_926.jpg;-15;0;0;1.944797;108.5548;99.71865;359.9884;54.06886;358.8291
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_19_990.jpg;-15;0;0;1.933981;108.6289;99.8073;0.0008221574;52.40418;358.8464
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_056.jpg;-15;0;0;1.925728;108.7058;99.89231;-0.003560556;50.72838;358.8872
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_124.jpg;-15;0;0;1.914119;108.8123;100.0008;359.9839;48.48442;358.9193
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_190.jpg;-15;0;0;1.905347;108.8949;100.0789;359.9884;46.79705;358.9216
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_257.jpg;-15;0;0;1.894255;108.9794;100.1541;359.9878;45.10648;358.8947
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_326.jpg;-15;0;0;1.886257;109.0944;100.2506;-0.004690899;42.87716;358.8836
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_391.jpg;-15;0;0;1.87846;109.1824;100.3198;-0.002527837;41.23075;358.9041
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_458.jpg;-15;0;0;1.866439;109.2723;100.3855;359.9915;39.56438;358.8996
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_526.jpg;-15;0;0;1.858918;109.3944;100.4687;359.9843;37.35915;358.9021
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_591.jpg;-15;0;0;1.850254;109.4878;100.5278;-0.004733188;35.70544;358.8951
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_658.jpg;-15;0;0;1.839278;109.5822;100.5839;-0.004331781;34.05701;358.8868
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_723.jpg;-15;0;0;1.831933;109.7096;100.6541;359.986;31.87389;358.9019
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_790.jpg;-15;0;0;1.823304;109.8067;100.7032;-0.004425055;30.23814;358.9045
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_859.jpg;-15;0;0;1.812544;109.9047;100.7492;359.9922;28.60098;358.8914
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_926.jpg;-15;0;0;1.805279;110.0364;100.806;359.9864;26.43859;358.9007
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_20_992.jpg;-15;0;0;1.796762;110.1363;100.8451;-0.001753491;24.81855;358.9021
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_059.jpg;-15;0;0;1.786143;110.2367;100.881;-0.003789474;23.19757;358.8904
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_125.jpg;-15;0;0;1.778998;110.3712;100.9245;359.9912;21.05598;358.9023
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_192.jpg;-15;0;0;1.770635;110.4729;100.9535;0.00250684;19.45159;358.9062
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_259.jpg;-15;0;0;1.760906;110.5744;100.9795;359.9837;17.85156;358.9084
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_326.jpg;-15;0;0;1.752911;110.7106;101.0095;359.9864;15.72855;358.9099
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_391.jpg;-15;0;0;1.74503;110.8131;101.0286;-0.0008517993;14.13754;358.9052
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_459.jpg;-15;0;0;1.734752;110.9154;101.0447;-0.00180317;12.5481;358.8921
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_527.jpg;-15;0;0;1.727816;111.0516;101.062;-0.005563029;10.44888;358.9053
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_593.jpg;-15;0;0;1.719711;111.1536;101.0715;359.9882;8.880928;358.9232
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_660.jpg;-15;0;0;1.709985;111.2552;101.0779;359.9739;7.310707;358.9262
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_726.jpg;-15;0;0;1.70268;111.3905;101.0821;359.9706;5.223351;358.9211
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_793.jpg;-15;0;0;1.695051;111.4917;101.0821;359.9818;3.665451;358.916
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_859.jpg;-15;0;0;1.685005;111.5924;101.0792;359.9895;2.105232;358.8965
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_926.jpg;-15;0;0;1.677593;111.7258;101.0715;-0.001324256;0.03850555;358.8902
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_21_993.jpg;-15;0;0;1.670868;111.8249;101.0628;-0.004570624;358.509;358.9125
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_060.jpg;-15;0;0;1.660648;111.9233;101.051;359.9923;356.9693;358.9174
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_126.jpg;-15;0;0;1.653552;112.0533;101.0315;359.9924;354.9252;358.9255
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_194.jpg;-15;0;0;1.646833;112.1497;101.0139;359.9832;353.4026;358.9375
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_260.jpg;-15;0;0;1.636962;112.2451;100.9936;359.9726;351.877;358.9323
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_327.jpg;-15;0;0;1.629933;112.3711;100.9629;359.9741;349.8527;358.9236
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_394.jpg;-13.48197;0.1012019;0;1.622594;112.4648;100.9375;359.9901;348.406;358.9284
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_460.jpg;-10.49785;0.3001432;0;1.624873;112.5586;100.9108;0.01171425;347.1602;358.9495
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_527.jpg;-7.480878;0.5012748;0;1.638437;112.6849;100.8741;0.04525075;345.9103;359.0051
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_593.jpg;-4.47207;0.701862;0;1.659936;112.7819;100.8461;0.1066429;345.2894;359.0775
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_660.jpg;-1.503151;0.8997899;0;1.702305;112.8819;100.8179;0.2132441;344.9344;359.1815
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_727.jpg;0;1;0;1.743751;113.0209;100.7804;0.4391107;344.8659;359.3758
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_794.jpg;0;1;0;1.787706;113.1291;100.7514;0.6611543;344.8705;359.5342
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_861.jpg;0;1;0;1.845746;113.2402;100.7217;0.9052354;344.8883;359.7078
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_927.jpg;0;1;0;1.89039;113.3924;100.6815;1.224782;344.9181;359.9725
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_22_994.jpg;0;1;0;1.935188;113.5074;100.6488;1.370743;344.8837;0.03588669
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_058.jpg;0;1;0;1.999623;113.6216;100.6159;1.310854;344.9081;-0.002509524
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_128.jpg;0;1;0;2.04798;113.7793;100.5726;1.25917;344.9122;-0.0005853498
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_194.jpg;0;1;0;2.091396;113.9014;100.5391;1.269413;344.8999;-0.0006318942
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_259.jpg;0;1;0;2.149254;114.0265;100.5048;1.309366;344.8851;-0.001127115
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_327.jpg;0;1;0;2.192399;114.1966;100.4581;1.327843;344.869;-0.001253196
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_394.jpg;0;1;0;2.237464;114.3267;100.4224;1.309696;344.854;-0.001200132
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_459.jpg;0;1;0;2.297173;114.4597;100.3858;1.3142;344.8402;-0.001110732
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_529.jpg;0;1;0;2.339966;114.641;100.3358;1.325114;344.824;-0.001287088
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_594.jpg;0;1;0;2.383755;114.7799;100.2976;1.329152;344.8109;-0.001288691
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_662.jpg;0;1;0;2.441813;114.9211;100.2586;1.325361;344.7992;-0.001270755
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_726.jpg;0;1;0;2.484919;115.1134;100.2055;1.32754;344.783;-0.001296323
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_794.jpg;0;1;0;2.527874;115.2606;100.1648;1.33305;344.7711;-0.001321519
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_860.jpg;0;1;0;2.584962;115.4103;100.1234;1.340184;344.7594;-0.001328782
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_928.jpg;0;1;0;2.627657;115.6136;100.067;1.345258;344.7454;-0.00138216
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_23_995.jpg;1.563838;0.7939614;0;2.669317;115.7686;100.0245;1.337377;344.8109;-0.001505293
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_061.jpg;4.551168;0.594806;0;2.70893;115.9256;99.98332;1.31867;345.1501;0.004794995
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_128.jpg;7.544042;0.3952811;0;2.72674;116.1366;99.93361;1.229166;346.2046;0.08109634
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_195.jpg;10.55199;0.1947513;0;2.735548;116.2951;99.90163;1.086182;347.4421;0.1993634
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_262.jpg;10.5159;0;0;2.730045;116.4529;99.87505;0.8692692;348.9719;0.3804067
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_329.jpg;7.525399;0;0;2.722618;116.6618;99.84395;0.5081173;350.6508;0.6506817
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_395.jpg;4.524443;0;0;2.714415;116.8179;99.82236;0.2196995;351.5029;0.8518734
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_462.jpg;1.53497;0;0;2.703182;116.9734;99.80113;359.9297;352.0066;1.02298
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_530.jpg;0;0.1993149;0;2.695967;117.1832;99.76964;359.7317;352.1321;1.027806
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_595.jpg;0;0.4017958;0;2.694139;117.3443;99.74474;359.7998;352.063;0.8601926
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_662.jpg;0;0.2029749;0;2.703579;117.5066;99.7216;359.8976;352.0436;0.7202775
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_729.jpg;0;0.003035709;0;2.702311;117.7224;99.69138;0.009152453;352.0384;0.5397887
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_796.jpg;0;0;0;2.694353;117.8833;99.66895;0.06141451;352.0374;0.4065544
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_862.jpg;1.514964;0;0;2.682568;118.0431;99.64693;0.08680855;352.0683;0.2827204
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_929.jpg;4.498789;0;0;2.673498;118.2552;99.62143;0.08189889;352.5861;0.2050682
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_24_996.jpg;7.524791;0;0;2.663707;118.4135;99.60648;0.04997408;353.4056;0.2357318
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_062.jpg;10.52085;0;0;2.648907;118.5711;99.59605;-0.003667158;354.5865;0.3560681
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_129.jpg;7.536317;0;0;2.638287;118.7807;99.58623;359.9403;356.1834;0.5488721
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_196.jpg;4.527132;0;0;2.629119;118.9375;99.58013;359.9115;357.0405;0.6742328
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_262.jpg;1.50558;0;0;2.617436;119.0941;99.57403;359.8961;357.5411;0.7534283
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_330.jpg;0;0;0;2.608556;119.302;99.56498;359.8708;357.697;0.7883212
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_397.jpg;0;0;0;2.599481;119.4573;99.55832;359.8509;357.71;0.7846335
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_463.jpg;0;0;0;2.587687;119.6635;99.54964;359.8201;357.7096;0.7487429
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_529.jpg;0;0;0;2.578869;119.8175;99.54318;359.7959;357.7066;0.699418
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_595.jpg;0;0;0;2.567204;119.9709;99.5368;359.7686;357.7038;0.6364813
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_663.jpg;3.00654;0;0;2.558386;120.1746;99.53043;359.7311;357.9755;0.5810852
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_729.jpg;5.987762;0;0;2.548836;120.3269;99.52887;359.71;358.5677;0.5902365
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_796.jpg;8.996213;0;0;2.534592;120.4785;99.53098;359.6984;359.5107;0.6546102
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_862.jpg;8.942532;0;0;2.521821;120.6296;99.53743;359.7017;0.7749023;0.7765005
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_929.jpg;5.993704;0;0;2.512851;120.831;99.54794;359.763;2.134377;0.8829829
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_25_995.jpg;2.997912;0;0;2.503799;120.982;99.55646;359.8414;2.769524;0.9052674
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_062.jpg;0;0;0;2.492418;121.1324;99.56467;359.9104;3.052437;0.8864094
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_128.jpg;0;0;0;2.484122;121.3317;99.57515;359.9648;3.11805;0.8250473
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_197.jpg;0;0;0;2.47594;121.4802;99.58308;359.9806;3.124702;0.7662975
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_263.jpg;0;0;0;2.465071;121.6278;99.59102;359.9781;3.125992;0.6972873
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_329.jpg;0;0;0;2.456918;121.8235;99.60159;359.9517;3.126175;0.5922573
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_395.jpg;0;0;0;2.446055;121.9695;99.60949;359.9176;3.126053;0.506648
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_463.jpg;0;0;0;2.437884;122.163;99.62006;359.8579;3.126167;0.3881563
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_530.jpg;0;0;0;2.42974;122.3075;99.62794;359.8061;3.125481;0.297219
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_597.jpg;0;0;0;2.41878;122.4515;99.63584;359.7525;3.124863;0.2066738
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_662.jpg;0;0;0;2.410618;122.5949;99.64376;359.6957;3.125;0.1207735
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_730.jpg;3.010424;0;0;2.4024;122.7853;99.65617;359.624;3.393501;0.05282721
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_795.jpg;6.007916;0;0;2.3933;122.9273;99.66862;359.5765;3.977249;0.07186332
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_862.jpg;9.010614;0;0;2.379631;123.0687;99.68433;359.5477;4.896233;0.1462545
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_929.jpg;12.02618;0;0;2.367309;123.2558;99.71214;359.5417;6.684288;0.3534098
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_26_997.jpg;15;0;0;2.353542;123.3943;99.73916;359.5603;8.427467;0.5992033
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_064.jpg;15;0;0;2.333925;123.5777;99.78161;359.6758;10.90298;0.9353265
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_131.jpg;15;0;0;2.322452;123.7159;99.81742;359.9185;12.67985;1.085646
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_197.jpg;15;0;0;2.300619;123.8502;99.85717;0.06572335;14.5742;1.189301
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_265.jpg;15;0;0;2.293831;124.0216;99.91362;359.9529;17.11067;1.108391
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_331.jpg;15;0;0;2.283263;124.1474;99.96279;359.8932;18.91818;1.083395
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_397.jpg;15;0;0;2.268529;124.2722;100.0163;359.9088;20.72404;1.067798
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_465.jpg;15;0;0;2.257181;124.4355;100.0943;359.987;23.1765;1.094522
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_531.jpg;15;0;0;2.246668;124.5544;100.1567;0.00430366;25.04698;1.134464
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_598.jpg;15;0;0;2.234175;124.6707;100.2216;359.99;26.88424;1.121261
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_664.jpg;15;0;0;2.223431;124.8214;100.3144;359.9939;29.33778;1.118558
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_732.jpg;15;0;0;2.213739;124.9311;100.3878;359.9909;31.18116;1.128185
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_798.jpg;15;0;0;2.200739;125.038;100.4641;359.9897;33.00136;1.116424
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_865.jpg;15;0;0;2.189953;125.1759;100.5711;0.007748743;35.44374;1.129388
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_931.jpg;15;0;0;2.18047;125.2755;100.6541;359.9857;37.25891;1.122201
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_27_999.jpg;15;0;0;2.167525;125.3722;100.7404;-0.001252166;39.07333;1.117403
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_28_065.jpg;15;0.2000273;0;2.159663;125.4963;100.8595;0.0007659951;41.49598;1.117933
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_28_131.jpg;15;0.4011324;0;2.160535;125.5861;100.9526;0.006946329;43.31904;1.114197
D:\root\robotics\Project_1\Windows_Roversim\recordings\my_run\IMG\robocam_2017_11_09_19_38_28_199.jpg;15;0.6016314;0;2.176256;125.6734;101.049;0.01270074;45.15688;1.10498
